"","nnd_to_prev","lek_id","date_prev","date_now","period"
"200",0.74214281465181,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"201",1.59834697028108,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"202",1.76625889075586,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"203",3.45002001289813,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"204",11.1119616561156,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"205",2.47577677454663,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"206",1.01458181608467,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"207",12.0856146701438,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"208",2.38928088773941,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"209",2.4160333213008,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"210",1.49276983284028,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"211",8.49877219091386,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"212",1.63680079891384,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"213",2.89431633872337,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"214",0.50395557583492,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"215",2.58576779317246,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"216",3.10083815196394,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"217",1.90516854160889,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"218",9.31486661992823,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"219",0.819984106616717,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"220",1.2561745870913,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"221",13.0959123808985,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
